user_id,signup_date,device_type,region,is_active
755,12/29/2023,mobile,South America,0
756,8/20/2024,mobile,Asia,0
757,3/3/2024,mobile,Europe,0
758,8/29/2023,mobile,North America,0
759,4/2/2024,desktop,North America,0
760,5/19/2024,mobile,South America,0
761,11/21/2023,tablet,Europe,1
762,5/27/2024,mobile,Asia,1
763,8/3/2024,tablet,Asia,1
764,12/5/2023,tablet,Asia,1
765,3/3/2023,tablet,Europe,1
766,9/16/2023,desktop,North America,1
767,7/6/2024,desktop,North America,0
768,4/14/2024,tablet,South America,0
769,5/6/2024,desktop,Europe,1
770,11/5/2023,mobile,Asia,0
771,6/15/2023,tablet,South America,0
772,1/15/2024,mobile,North America,0
773,7/23/2023,mobile,North America,0
774,1/7/2024,desktop,North America,0
775,7/28/2023,tablet,Asia,0
776,5/22/2023,desktop,South America,0
777,3/20/2024,mobile,Asia,0
778,5/6/2023,tablet,South America,1
779,9/4/2023,mobile,North America,1
780,3/14/2024,mobile,Europe,0
781,8/18/2023,tablet,North America,0
782,12/19/2023,desktop,Asia,1
783,7/2/2023,tablet,South America,0
784,9/12/2023,mobile,North America,1
785,12/28/2023,tablet,North America,0
786,7/18/2024,mobile,North America,0
787,1/28/2024,tablet,Asia,1
788,6/18/2024,mobile,South America,0
789,3/7/2024,desktop,South America,1
790,2/23/2024,mobile,North America,1
791,2/11/2023,tablet,Asia,0
792,10/15/2023,desktop,Asia,1
793,6/8/2023,mobile,Asia,0
794,12/11/2023,desktop,North America,1
795,2/25/2023,mobile,South America,0
796,1/26/2023,mobile,Europe,0
797,7/20/2024,mobile,Asia,0
798,3/18/2024,tablet,North America,0
799,5/12/2023,desktop,Europe,1
800,3/10/2023,mobile,South America,0
801,12/26/2023,desktop,Asia,0
802,10/1/2023,tablet,Asia,0
803,6/15/2023,mobile,Asia,0
804,4/18/2023,mobile,South America,1
805,6/10/2024,desktop,North America,0
806,4/11/2024,desktop,North America,0
807,7/25/2023,mobile,Asia,1
808,8/27/2023,desktop,Asia,1
809,12/21/2023,mobile,Europe,1
810,3/25/2023,tablet,North America,0
811,1/3/2024,tablet,North America,1
812,8/5/2024,tablet,Asia,0
813,12/22/2023,tablet,South America,0
814,2/24/2024,tablet,North America,1
815,6/9/2024,desktop,Europe,1
816,5/21/2024,tablet,Asia,0
817,5/19/2023,mobile,Asia,0
818,4/16/2023,desktop,South America,0
819,4/3/2023,tablet,Europe,1
820,9/1/2023,mobile,North America,0
821,6/24/2024,mobile,Asia,0
822,2/11/2023,mobile,Asia,0
823,1/12/2023,desktop,Europe,0
824,5/1/2024,mobile,South America,0
825,10/30/2023,desktop,North America,0
826,1/13/2024,tablet,Europe,0
827,2/17/2024,tablet,Europe,1
828,1/4/2024,desktop,Asia,0
829,7/6/2024,mobile,Asia,1
830,4/28/2023,tablet,South America,0
831,3/21/2023,tablet,Europe,0
832,2/13/2023,tablet,Asia,0
833,8/9/2024,tablet,South America,1
834,8/19/2023,desktop,South America,0
835,8/30/2023,desktop,Europe,0
836,5/17/2024,tablet,Europe,0
837,3/26/2023,mobile,Asia,1
838,12/13/2023,mobile,North America,0
839,7/23/2023,mobile,South America,0
840,8/25/2023,mobile,North America,0
841,3/30/2023,tablet,Europe,0
842,4/6/2024,desktop,Asia,0
843,5/19/2024,mobile,North America,0
844,8/2/2024,tablet,North America,0
845,4/10/2024,desktop,North America,1
846,11/17/2023,desktop,South America,1
847,10/2/2023,desktop,North America,1
848,9/23/2023,desktop,Europe,1
849,4/9/2024,tablet,Asia,0
850,8/8/2024,tablet,Europe,1
851,4/24/2024,mobile,South America,0
852,10/5/2023,desktop,Asia,0
853,8/7/2023,desktop,Europe,1
854,1/13/2023,mobile,North America,1
855,3/21/2023,mobile,North America,0
856,4/6/2024,mobile,Asia,1
857,12/10/2023,mobile,North America,0
858,7/23/2023,desktop,South America,0
859,5/1/2023,mobile,South America,0
860,5/26/2023,desktop,South America,0
861,4/10/2024,mobile,South America,1
862,5/2/2023,tablet,North America,0
863,4/14/2023,mobile,North America,1
864,10/16/2023,mobile,North America,0
865,4/17/2024,mobile,Europe,0
866,2/2/2023,mobile,Europe,1
867,4/27/2024,tablet,Europe,1
868,3/15/2024,tablet,North America,0
869,6/10/2024,desktop,North America,1
870,1/12/2023,desktop,Europe,0
871,5/26/2024,tablet,Europe,0
872,1/12/2024,desktop,Asia,1
873,6/24/2024,desktop,Asia,1
874,7/3/2024,tablet,Asia,0
875,6/13/2024,desktop,North America,1
876,9/6/2023,mobile,Asia,1
877,4/5/2023,desktop,South America,0
878,4/12/2023,desktop,North America,0
879,4/21/2024,mobile,Asia,0
880,2/22/2023,tablet,Asia,0
881,7/5/2024,mobile,North America,0
882,7/9/2024,desktop,Asia,0
883,3/17/2024,tablet,North America,0
884,10/22/2023,mobile,South America,0
885,1/12/2024,desktop,Europe,1
886,10/18/2023,desktop,Europe,1
887,1/11/2024,tablet,South America,0
888,5/30/2024,mobile,South America,0
889,5/20/2023,tablet,Asia,1
890,1/2/2024,desktop,North America,1
891,11/8/2023,mobile,South America,0
892,5/21/2023,mobile,South America,1
893,11/8/2023,mobile,South America,1
894,2/11/2023,mobile,Asia,0
895,2/11/2023,mobile,South America,1
896,8/29/2023,mobile,Europe,1
897,5/31/2023,tablet,South America,0
898,7/21/2023,tablet,North America,0
899,12/15/2023,tablet,South America,1
900,7/14/2023,desktop,Europe,1
901,3/31/2023,tablet,Europe,0
902,4/15/2024,desktop,South America,0
903,3/18/2023,desktop,South America,1
904,8/21/2023,mobile,North America,0
905,4/1/2023,mobile,Asia,0
906,1/27/2024,mobile,North America,1
907,2/1/2023,mobile,Europe,1
908,9/3/2023,desktop,Europe,1
909,9/29/2023,mobile,South America,0
910,5/13/2024,desktop,North America,0
911,5/11/2024,mobile,Europe,1
912,5/24/2023,mobile,South America,1
913,3/24/2023,mobile,Asia,0
914,9/7/2023,desktop,Europe,0
915,5/22/2024,tablet,Europe,1
916,4/17/2023,desktop,Europe,1
917,10/13/2023,desktop,Europe,1
918,6/14/2024,desktop,Europe,0
919,9/6/2023,desktop,Europe,0
920,8/12/2023,desktop,North America,0
921,8/28/2023,mobile,North America,0
922,3/14/2023,mobile,North America,0
923,9/18/2023,desktop,North America,1
924,1/13/2023,desktop,Asia,1
925,1/15/2024,desktop,South America,0
926,4/24/2024,desktop,North America,0
927,1/8/2023,tablet,North America,0
928,8/17/2023,desktop,South America,1
929,10/4/2023,mobile,North America,1
930,1/8/2023,desktop,North America,1
931,12/2/2023,mobile,South America,1
932,3/1/2023,tablet,North America,1
933,8/2/2024,desktop,Asia,0
934,3/18/2023,tablet,North America,1
935,2/1/2023,desktop,South America,0
936,8/27/2023,mobile,Europe,1
937,5/4/2023,mobile,South America,0
938,11/22/2023,tablet,North America,1
939,8/20/2023,tablet,Asia,1
940,12/29/2023,desktop,Europe,1
941,3/25/2023,desktop,South America,0
942,12/4/2023,tablet,Asia,1
943,1/18/2023,tablet,Europe,1
944,1/6/2023,tablet,Europe,0
945,1/25/2023,mobile,Europe,1
946,9/14/2023,tablet,South America,1
947,2/21/2023,tablet,Europe,1
948,1/1/2023,tablet,Asia,1
949,1/22/2024,tablet,South America,0
950,3/2/2023,mobile,Asia,0
951,2/4/2023,desktop,North America,0
952,1/24/2023,tablet,South America,1
953,7/22/2024,tablet,South America,0
954,3/20/2023,tablet,North America,1
955,8/11/2023,mobile,Europe,0
956,3/7/2024,tablet,Europe,1
957,1/31/2023,tablet,Europe,1
958,4/25/2023,tablet,Asia,0
959,3/23/2024,mobile,Europe,1
960,4/6/2024,desktop,North America,0
961,4/6/2024,mobile,North America,1
962,4/6/2024,tablet,North America,0
963,8/14/2024,mobile,Europe,1
964,8/15/2024,desktop,Asia,1
965,5/28/2023,mobile,Europe,0
966,3/27/2024,mobile,North America,0
967,3/5/2024,mobile,South America,1
968,11/15/2023,desktop,North America,1
969,7/17/2023,desktop,North America,1
970,2/23/2024,mobile,Europe,0
971,11/24/2023,tablet,North America,1
972,7/10/2023,mobile,Asia,1
973,3/31/2023,tablet,Asia,0
974,5/1/2024,desktop,Europe,1
975,6/29/2023,desktop,South America,0
976,5/27/2024,tablet,Asia,0
977,6/4/2023,desktop,Europe,1
978,4/18/2023,desktop,Europe,0
979,8/10/2023,desktop,Asia,0
980,6/28/2023,tablet,Asia,0
981,4/16/2024,tablet,Europe,1
982,8/22/2023,tablet,Europe,1
983,1/3/2024,tablet,South America,0
984,2/15/2023,mobile,Asia,0
985,2/13/2023,mobile,South America,1
986,6/17/2023,tablet,Europe,0
987,1/2/2024,mobile,South America,0
988,8/13/2023,desktop,South America,1
989,4/19/2023,mobile,North America,0
990,10/1/2023,mobile,South America,1
991,7/7/2023,desktop,South America,1
992,2/16/2024,desktop,North America,0
993,2/12/2024,desktop,North America,1
994,7/5/2024,tablet,South America,1
995,4/30/2024,desktop,Asia,0
996,1/28/2023,desktop,South America,0
997,2/12/2024,mobile,Asia,0
998,2/7/2024,desktop,North America,1
999,5/31/2023,tablet,South America,0
1000,12/24/2023,desktop,North America,0
1001,7/28/2024,desktop,South America,1
1002,5/26/2024,tablet,Europe,1
1003,1/21/2023,desktop,Europe,1
1004,4/24/2023,tablet,North America,0
1005,1/17/2024,mobile,South America,1
1006,5/10/2024,mobile,North America,0
1007,8/15/2023,mobile,Asia,1
1008,2/25/2024,tablet,South America,0
1009,6/3/2024,desktop,Asia,0
1010,3/5/2024,desktop,Europe,0
1011,1/20/2023,desktop,Europe,1
1012,2/2/2023,mobile,Europe,0
1013,10/22/2023,desktop,Asia,1
1014,2/26/2024,tablet,South America,0
1015,5/23/2023,desktop,Europe,0
1016,2/13/2023,desktop,North America,0
1017,1/11/2023,desktop,Europe,1
1018,4/7/2024,tablet,South America,0
1019,8/4/2024,mobile,North America,1
1020,6/2/2024,tablet,Europe,0
1021,7/5/2023,mobile,South America,1
1022,3/1/2024,mobile,North America,0
1023,12/4/2023,mobile,Asia,0
1024,2/28/2024,tablet,Europe,1
1025,9/24/2023,tablet,North America,1
1026,4/19/2023,tablet,Asia,0
1027,7/13/2023,mobile,Asia,1
1028,7/10/2023,mobile,Asia,0
1029,7/23/2024,mobile,Asia,1
1030,6/17/2023,mobile,South America,0
1031,12/25/2023,mobile,South America,0
1032,5/8/2024,mobile,Europe,0
1033,7/14/2024,mobile,North America,0
1034,5/30/2024,mobile,South America,0
1035,6/23/2024,mobile,Asia,1
1036,4/18/2024,tablet,Europe,1
1037,6/7/2023,desktop,Europe,1
1038,2/7/2023,desktop,South America,0
1039,3/28/2024,desktop,North America,1
1040,1/23/2023,tablet,North America,1
1041,2/21/2024,mobile,Asia,0
1042,10/3/2023,tablet,North America,1
1043,2/26/2024,mobile,Asia,1
1044,3/16/2023,desktop,Europe,0
1045,12/31/2023,desktop,Europe,1
1046,7/17/2023,desktop,South America,1
1047,8/8/2024,tablet,Europe,1
1048,4/7/2024,desktop,South America,0
1049,1/17/2023,desktop,Europe,1
1050,6/8/2024,desktop,North America,0
1051,8/15/2023,mobile,Europe,0
1052,8/23/2023,tablet,South America,0
1053,11/16/2023,desktop,Europe,0
1054,5/8/2024,mobile,Europe,0
1055,8/17/2024,desktop,North America,0
1056,6/18/2024,mobile,Europe,0
1057,4/19/2023,desktop,North America,1
1058,10/6/2023,tablet,South America,1
1059,8/6/2023,tablet,North America,0
1060,5/12/2023,tablet,North America,1
1061,1/7/2024,desktop,Europe,0
1062,3/13/2023,desktop,Asia,1
1063,9/9/2023,mobile,South America,0
1064,6/11/2024,desktop,North America,0
1065,5/24/2023,tablet,Europe,0
1066,1/4/2024,tablet,North America,1
1067,6/11/2024,tablet,Europe,0
1068,3/24/2024,tablet,Asia,1
1069,1/15/2024,tablet,South America,1
1070,6/22/2023,mobile,South America,1
1071,12/26/2023,mobile,North America,0
1072,4/22/2024,mobile,Europe,0
1073,3/26/2024,desktop,Europe,0
1074,1/14/2024,mobile,South America,0
1075,2/3/2023,mobile,North America,1
1076,2/5/2023,tablet,South America,0
1077,3/2/2023,desktop,South America,1
1078,8/2/2024,desktop,Europe,0
1079,4/10/2024,tablet,North America,1
1080,7/6/2023,tablet,North America,0
1081,6/21/2024,desktop,South America,0
1082,7/29/2023,mobile,South America,0
1083,6/18/2023,mobile,Europe,0
1084,7/18/2023,desktop,Asia,1
1085,3/27/2024,tablet,Europe,0
1086,7/1/2023,mobile,Europe,0
1087,1/20/2024,desktop,North America,0
1088,10/29/2023,mobile,North America,1
1089,3/17/2024,desktop,North America,0
1090,3/17/2024,tablet,North America,1
1091,6/5/2023,mobile,South America,0
1092,10/8/2023,tablet,Asia,1
1093,5/8/2023,mobile,South America,1
1094,4/14/2024,mobile,North America,0
1095,7/3/2024,tablet,Europe,1
1096,1/12/2024,desktop,South America,1
1097,4/28/2024,mobile,South America,0
1098,2/12/2024,mobile,North America,0
1099,3/21/2023,desktop,South America,1
1100,5/14/2023,tablet,South America,0
1101,7/26/2024,tablet,Asia,1
1102,11/19/2023,mobile,Asia,0
1103,8/13/2023,mobile,Europe,0
1104,3/25/2023,tablet,North America,1
1105,1/17/2024,tablet,South America,1
1106,10/18/2023,desktop,Asia,1
1107,2/9/2024,desktop,Europe,1
1108,7/26/2023,desktop,Asia,1
1109,11/23/2023,tablet,South America,1
1110,8/12/2024,mobile,Europe,1
1111,7/23/2023,tablet,Europe,0
1112,10/5/2023,mobile,Asia,0
1113,12/11/2023,tablet,Asia,0
1114,8/14/2024,mobile,South America,1
1115,12/31/2023,mobile,Asia,1
1116,6/30/2023,tablet,Asia,1
1117,3/7/2023,mobile,Europe,0
1118,7/27/2024,desktop,Asia,1
1119,2/5/2023,tablet,Asia,1
1120,10/24/2023,desktop,Asia,1
1121,12/14/2023,desktop,South America,0
1122,7/20/2023,tablet,Europe,0
1123,8/23/2024,tablet,Asia,0
1124,3/27/2023,mobile,South America,0
1125,9/4/2023,desktop,North America,1
1126,3/12/2024,mobile,North America,0
1127,1/6/2024,tablet,Europe,0
1128,3/11/2024,desktop,South America,1
1129,5/5/2024,desktop,Europe,0
1130,6/26/2023,mobile,Europe,0
1131,3/8/2024,tablet,North America,0
1132,4/22/2024,mobile,Europe,1
1133,7/1/2024,tablet,North America,0
1134,5/7/2024,tablet,South America,1
1135,10/22/2023,mobile,North America,1
1136,12/21/2023,tablet,Europe,1
1137,2/17/2024,mobile,Asia,0
1138,7/31/2024,mobile,Asia,0
1139,4/6/2024,mobile,Asia,1
1140,5/30/2024,mobile,Asia,0
1141,10/7/2023,mobile,Asia,1
1142,3/27/2023,tablet,North America,1
1143,9/14/2023,mobile,Europe,1
1144,6/18/2024,tablet,Asia,1
1145,2/1/2024,mobile,North America,1
1146,2/29/2024,desktop,South America,0
1147,2/10/2023,desktop,Asia,1
1148,4/5/2024,desktop,Europe,1
1149,2/25/2024,tablet,North America,1
1150,12/16/2023,mobile,North America,1
1151,4/15/2023,tablet,North America,0
1152,11/17/2023,mobile,Asia,1
1153,1/26/2023,tablet,Europe,1
1154,2/26/2023,desktop,Europe,1
1155,1/10/2024,desktop,Europe,1
1156,2/6/2023,desktop,Asia,0
1157,5/13/2023,desktop,South America,0
1158,6/12/2024,tablet,North America,0
1159,9/10/2023,tablet,Europe,1
1160,7/23/2024,mobile,North America,0
1161,6/27/2024,tablet,North America,1
1162,11/2/2023,mobile,Asia,1
1163,6/18/2023,mobile,South America,0
1164,8/19/2023,desktop,South America,0
1165,8/19/2024,mobile,Asia,1
1166,1/2/2024,desktop,North America,0
1167,2/14/2024,mobile,North America,1
1168,5/30/2024,mobile,Asia,1
1169,5/16/2024,tablet,Europe,1
1170,1/14/2023,tablet,North America,0
1171,7/14/2023,tablet,Asia,1
1172,3/7/2023,mobile,North America,1
1173,10/31/2023,desktop,Asia,1
1174,2/20/2024,desktop,Europe,1
1175,10/22/2023,mobile,Asia,1
1176,9/9/2023,tablet,Asia,0
1177,1/18/2024,mobile,North America,0
1178,10/13/2023,tablet,North America,0
1179,12/9/2023,mobile,Europe,1
1180,8/14/2023,desktop,Europe,0
1181,7/5/2023,tablet,Europe,1
1182,2/14/2024,mobile,Europe,1
1183,2/4/2023,mobile,South America,0
1184,6/15/2023,desktop,Europe,1
1185,5/19/2023,tablet,Asia,1
1186,3/25/2024,mobile,South America,0
1187,12/8/2023,desktop,Asia,0
1188,1/14/2023,mobile,Europe,1
1189,8/9/2023,tablet,South America,0
1190,3/1/2024,tablet,Asia,1
1191,8/20/2024,mobile,Europe,0
1192,8/13/2023,mobile,South America,1
1193,1/21/2024,desktop,Europe,0
1194,11/13/2023,tablet,Europe,0
1195,4/16/2023,mobile,South America,1
1196,9/17/2023,tablet,Europe,1
1197,10/31/2023,mobile,North America,1
1198,8/20/2023,mobile,North America,0
1199,5/7/2023,tablet,North America,0
1200,6/26/2023,tablet,Asia,1
1201,11/13/2023,desktop,Europe,1
1202,2/7/2023,desktop,Asia,1
1203,5/3/2024,desktop,Asia,0
1204,7/21/2023,tablet,South America,0
1205,11/5/2023,desktop,Asia,1
1206,2/22/2024,tablet,Europe,1
1207,7/2/2023,desktop,North America,1
1208,4/3/2024,mobile,South America,0
1209,2/15/2024,tablet,South America,0
1210,11/27/2023,desktop,Europe,1
1211,12/12/2023,mobile,Europe,0
1212,11/28/2023,tablet,North America,0
1213,12/7/2023,tablet,Asia,0
1214,7/25/2024,mobile,South America,1
1215,7/13/2024,desktop,Asia,1
1216,11/3/2023,desktop,Europe,1
1217,1/25/2023,mobile,North America,0
1218,7/7/2023,tablet,Europe,1
1219,3/1/2023,mobile,North America,1
1220,4/27/2023,desktop,South America,0
1221,9/21/2023,desktop,North America,0
1222,1/22/2024,tablet,Asia,1
1223,4/24/2024,mobile,Europe,0
1224,4/11/2024,tablet,South America,1
1225,3/11/2024,mobile,North America,0
1226,5/4/2023,desktop,Europe,1
1227,1/2/2024,desktop,Asia,1
1228,12/9/2023,desktop,Europe,0
1229,2/3/2024,tablet,North America,1
1230,7/23/2024,tablet,North America,1
1231,2/19/2024,desktop,Europe,1
1232,6/16/2023,tablet,South America,0
1233,3/15/2023,tablet,Asia,0
1234,3/23/2023,mobile,Europe,1
1235,6/17/2023,tablet,Europe,1
1236,12/1/2023,tablet,South America,1
1237,1/31/2023,tablet,Asia,0
1238,3/17/2024,tablet,Europe,1
1239,8/19/2023,tablet,North America,1
1240,12/14/2023,tablet,Asia,1
1241,5/3/2024,desktop,South America,1
1242,12/18/2023,desktop,Asia,1
1243,4/14/2024,tablet,Europe,0
1244,4/28/2023,desktop,North America,0
1245,5/4/2024,mobile,Europe,0
1246,7/3/2023,mobile,Europe,1
1247,4/23/2023,desktop,North America,1
1248,5/12/2023,tablet,Europe,0
1249,2/9/2024,mobile,Europe,1
1250,10/29/2023,desktop,Asia,1
1251,7/6/2024,mobile,South America,0
1252,2/26/2024,mobile,South America,0
1253,11/7/2023,desktop,North America,1
1254,11/6/2023,mobile,Asia,0
1255,5/20/2024,mobile,South America,0
1256,6/12/2023,mobile,Asia,0
1257,8/20/2024,tablet,Asia,0
1258,6/17/2023,desktop,North America,0
1259,2/4/2024,desktop,Europe,1
1260,3/22/2024,tablet,Asia,1
1261,5/26/2024,mobile,Europe,0
1262,1/14/2024,tablet,Europe,0
1263,12/8/2023,desktop,South America,1
1264,4/2/2023,tablet,Europe,1
1265,9/5/2023,tablet,North America,1
1266,11/27/2023,desktop,Asia,1
1267,9/9/2023,desktop,Asia,0
1268,12/25/2023,tablet,Asia,1
1269,11/4/2023,tablet,North America,1
1270,6/13/2024,tablet,Asia,1
1271,12/30/2023,mobile,Asia,0
1272,9/21/2023,tablet,Europe,0
1273,2/23/2023,mobile,Europe,1
1274,10/31/2023,tablet,Asia,0
1275,7/24/2023,desktop,Asia,0
1276,8/25/2023,desktop,Asia,1
1277,11/2/2023,mobile,Asia,1
1278,2/14/2023,desktop,Asia,0
1279,7/18/2024,desktop,South America,0
1280,7/25/2024,mobile,South America,0
1281,11/7/2023,tablet,South America,1
1282,1/8/2023,desktop,Asia,1
1283,4/18/2024,tablet,Europe,1
1284,4/2/2024,mobile,Asia,1
1285,6/11/2024,tablet,South America,0
1286,2/24/2023,tablet,South America,1
1287,6/2/2024,mobile,South America,0
1288,8/26/2023,mobile,Asia,1
1289,7/16/2024,mobile,Europe,1
1290,1/10/2023,mobile,Europe,0
1291,2/26/2023,tablet,North America,0
1292,2/4/2024,desktop,Europe,0
1293,10/4/2023,mobile,Europe,0
1294,3/15/2024,mobile,South America,0
1295,7/28/2023,desktop,North America,0
1296,2/6/2024,mobile,Europe,1
1297,10/11/2023,mobile,Europe,0
1298,7/12/2024,mobile,Asia,0
1299,10/22/2023,tablet,North America,1
1300,2/21/2024,desktop,North America,1
1301,3/26/2024,desktop,South America,1
1302,2/14/2023,tablet,South America,0
1303,12/7/2023,desktop,South America,1
1304,6/9/2023,tablet,Europe,1
1305,7/28/2023,desktop,Asia,1
1306,3/14/2024,mobile,South America,0
1307,2/19/2024,desktop,Europe,1
1308,9/20/2023,mobile,Europe,1
1309,4/2/2024,mobile,South America,0
1310,5/27/2023,mobile,North America,1
1311,8/11/2024,tablet,Europe,1
1312,8/15/2023,desktop,North America,0
1313,4/1/2024,tablet,Asia,0
1314,9/9/2023,mobile,North America,0
1315,11/21/2023,desktop,North America,1
1316,1/22/2023,desktop,South America,1
1317,9/21/2023,tablet,South America,1
1318,2/20/2023,mobile,South America,1
1319,6/24/2023,mobile,North America,0
1320,10/16/2023,desktop,Europe,0
1321,2/8/2023,desktop,North America,0
1322,7/13/2023,desktop,North America,1
1323,10/7/2023,tablet,Europe,0
1324,7/8/2023,tablet,North America,1
1325,3/17/2023,desktop,Asia,0
1326,1/20/2024,tablet,Asia,0
1327,6/22/2023,desktop,South America,0
1328,11/7/2023,tablet,Asia,0
1329,7/29/2024,tablet,North America,1
1330,4/14/2023,mobile,Asia,1
1331,6/2/2023,desktop,North America,0
1332,3/25/2023,tablet,South America,0
1333,6/9/2023,tablet,South America,0
1334,5/18/2024,tablet,Asia,1
1335,8/19/2024,tablet,South America,1
1336,1/18/2024,tablet,Europe,1
1337,3/16/2023,desktop,North America,0
1338,4/16/2024,desktop,South America,0
1339,7/23/2023,mobile,Asia,1
1340,1/3/2023,mobile,Asia,0
1341,2/19/2023,desktop,North America,0
1342,3/27/2023,tablet,North America,0
1343,6/20/2024,tablet,Asia,0
1344,4/5/2023,mobile,Asia,0
1345,9/14/2023,mobile,North America,1
1346,11/7/2023,tablet,Europe,0
1347,3/21/2023,desktop,Europe,0
1348,2/6/2023,mobile,Asia,0
1349,1/9/2023,desktop,Asia,0
1350,1/3/2024,tablet,South America,1
1351,3/22/2024,tablet,Europe,0
1352,5/22/2023,desktop,Asia,1
1353,1/16/2024,tablet,Europe,0
1354,3/14/2023,desktop,Europe,0
1355,9/6/2023,tablet,Asia,1
1356,9/20/2023,mobile,Asia,0
1357,2/19/2024,tablet,North America,1
1358,11/16/2023,tablet,Asia,1
1359,8/1/2024,tablet,North America,0
1360,10/29/2023,mobile,South America,1
1361,7/30/2024,mobile,Europe,0
1362,10/1/2023,tablet,North America,1
1363,2/20/2023,tablet,South America,0
1364,5/18/2023,tablet,South America,1
1365,4/3/2024,desktop,Europe,0
1366,4/28/2024,mobile,South America,1
1367,8/24/2023,mobile,Asia,0
1368,5/23/2024,tablet,Asia,1
1369,2/15/2023,desktop,Asia,0
1370,3/8/2024,mobile,Asia,1
1371,4/25/2024,desktop,Asia,1
1372,2/15/2023,tablet,South America,1
1373,11/2/2023,tablet,Asia,0
1374,11/21/2023,tablet,Asia,0
1375,1/11/2024,tablet,Asia,0
1376,8/20/2023,desktop,South America,1
1377,9/30/2023,desktop,Europe,1
1378,3/7/2024,tablet,Europe,1
1379,4/11/2024,desktop,Asia,0
1380,11/17/2023,desktop,Europe,0
1381,11/20/2023,mobile,South America,1
1382,1/26/2024,mobile,Europe,0
1383,1/11/2023,desktop,Asia,1
1384,2/14/2023,mobile,North America,0
1385,4/15/2023,mobile,South America,1
1386,7/7/2024,mobile,Asia,1
1387,2/22/2023,desktop,North America,1
1388,8/7/2023,mobile,North America,0
1389,6/3/2023,desktop,Asia,0
1390,7/2/2023,tablet,Asia,0
1391,3/9/2024,tablet,Asia,1
1392,7/24/2023,tablet,Europe,0
1393,6/1/2023,mobile,North America,0
1394,10/12/2023,mobile,Asia,1
1395,11/23/2023,mobile,North America,1
1396,6/8/2023,tablet,Europe,0
1397,4/10/2023,tablet,North America,1
1398,8/13/2023,tablet,South America,1
1399,6/30/2024,mobile,North America,0
1400,12/7/2023,mobile,Asia,1
1401,2/5/2024,tablet,Asia,1
1402,12/1/2023,mobile,North America,0
1403,2/13/2023,desktop,South America,1
1404,7/31/2024,desktop,North America,1
1405,3/27/2024,desktop,Europe,1
1406,11/7/2023,mobile,North America,0
1407,9/30/2023,tablet,South America,0
1408,6/12/2024,desktop,Asia,0
1409,6/22/2023,desktop,Asia,0
1410,3/23/2024,tablet,South America,0
1411,5/5/2024,mobile,South America,0
1412,5/7/2024,desktop,Asia,0
1413,12/14/2023,desktop,North America,0
1414,7/5/2023,tablet,Asia,0
1415,10/21/2023,desktop,Asia,1
1416,7/7/2023,desktop,North America,1
1417,3/20/2023,tablet,South America,0
1418,6/15/2024,desktop,Asia,0
1419,5/24/2023,desktop,Asia,1
1420,7/5/2023,tablet,Asia,1
1421,5/5/2024,mobile,South America,0
1422,11/26/2023,desktop,North America,0
1423,8/7/2024,mobile,Asia,1
1424,8/20/2023,desktop,South America,1
1425,12/28/2023,mobile,North America,0
1426,2/17/2023,tablet,South America,0
1427,2/25/2023,mobile,Asia,0
1428,4/9/2023,mobile,South America,1
1429,1/6/2023,mobile,Asia,0
1430,5/23/2024,desktop,South America,1
1431,1/31/2023,mobile,Europe,1
1432,3/8/2024,desktop,North America,0
1433,8/14/2023,tablet,South America,1
1434,3/26/2023,tablet,Europe,0
1435,7/29/2024,desktop,Europe,1
1436,7/16/2023,tablet,Asia,1
1437,2/23/2024,desktop,North America,0
1438,1/29/2024,desktop,Asia,1
1439,4/14/2023,tablet,South America,0
1440,1/16/2024,desktop,North America,0
1441,8/6/2023,mobile,Europe,0
1442,4/17/2023,desktop,Asia,0
1443,5/4/2023,desktop,Asia,0
1444,7/31/2024,desktop,Asia,1
1445,6/14/2024,tablet,South America,0
1446,3/5/2023,tablet,North America,1
1447,4/26/2023,mobile,Asia,1
1448,11/15/2023,tablet,North America,1
1449,11/13/2023,desktop,North America,1
1450,10/18/2023,tablet,Europe,0
1451,3/27/2023,mobile,Europe,1
1452,2/15/2023,tablet,North America,1
1453,3/18/2024,mobile,North America,1
1454,5/28/2023,desktop,Asia,0
1455,12/11/2023,desktop,Europe,1
1456,11/29/2023,tablet,Europe,0
1457,11/20/2023,desktop,South America,0
1458,3/18/2024,mobile,South America,0
1459,2/26/2023,tablet,Europe,0
1460,7/23/2024,tablet,South America,1
1461,3/13/2023,mobile,Asia,1
1462,2/18/2023,desktop,North America,1
1463,11/7/2023,tablet,South America,0
1464,11/30/2023,tablet,South America,0
1465,3/28/2024,tablet,North America,0
1466,2/25/2023,mobile,Asia,0
1467,2/5/2024,desktop,South America,1
1468,9/25/2023,desktop,South America,0
1469,4/2/2024,tablet,Europe,1
1470,4/17/2023,mobile,Asia,0
1471,11/9/2023,desktop,Asia,0
1472,4/26/2023,mobile,Asia,1
1473,2/2/2024,desktop,South America,1
1474,10/7/2023,tablet,South America,1
1475,7/19/2024,mobile,Asia,0
1476,5/10/2024,mobile,Europe,0
1477,8/2/2024,mobile,Europe,0
1478,5/19/2024,mobile,Europe,0
1479,12/27/2023,desktop,North America,1
1480,1/2/2023,mobile,Europe,1
1481,1/31/2024,desktop,South America,1
1482,4/21/2023,tablet,Asia,0
